!
!Date: 01/25/2022
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
PFK2	YMR205C	involved in	GO:0006096	glycolytic process	biological process		IEA	computational	UniProt	2022-01-15	UniProt-GOA (2012)
PFK2	YMR205C	involved in	GO:0006096	glycolytic process	biological process		IEA with KW-0324	computational	UniProt	2022-01-17	UniProt-GOA (2012)
PFK2	YMR205C	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR000023	computational	InterPro	2022-01-15	DDB, et al. (2001)
PFK2	YMR205C	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR009161	computational	InterPro	2022-01-15	DDB, et al. (2001)
PFK2	YMR205C	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR015912	computational	InterPro	2022-01-15	DDB, et al. (2001)
PFK2	YMR205C	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR022953	computational	InterPro	2022-01-15	DDB, et al. (2001)
PFK2	YMR205C	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR035966	computational	InterPro	2022-01-15	DDB, et al. (2001)
PFK2	YMR205C	involved in	GO:0006096	glycolytic process	biological process		IEA with UR000166259	computational	UniProt	2022-01-15	UniProt Curators (2015)
ERR3	YMR323W	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR000941	computational	InterPro	2022-01-15	DDB, et al. (2001)
ERR3	YMR323W	involved in	GO:0006096	glycolytic process	biological process		IBA with CAL0000185645	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR3	YMR323W	involved in	GO:0006096	glycolytic process	biological process		IBA with MGI:2441717	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR3	YMR323W	involved in	GO:0006096	glycolytic process	biological process		IBA with PTN000224401	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR3	YMR323W	involved in	GO:0006096	glycolytic process	biological process		IBA with 2553	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR3	YMR323W	involved in	GO:0006096	glycolytic process	biological process		IBA with 2554	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR3	YMR323W	involved in	GO:0006096	glycolytic process	biological process		IBA with ENO2	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR3	YMR323W	involved in	GO:0006096	glycolytic process	biological process		IBA with ENO1	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR3	YMR323W	involved in	GO:0006096	glycolytic process	biological process		IBA with P06733	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR3	YMR323W	involved in	GO:0006096	glycolytic process	biological process		IBA with P0A6P9	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR3	YMR323W	involved in	GO:0006096	glycolytic process	biological process		IEA	computational	UniProt	2022-01-15	UniProt-GOA (2012)
ERR3	YMR323W	involved in	GO:0006096	glycolytic process	biological process		IEA with KW-0324	computational	UniProt	2022-01-17	UniProt-GOA (2012)
GPM3	YOL056W	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR005952	computational	InterPro	2022-01-15	DDB, et al. (2001)
GPM3	YOL056W	involved in	GO:0006096	glycolytic process	biological process		IEA	computational	UniProt	2022-01-15	UniProt-GOA (2012)
GPM3	YOL056W	involved in	GO:0006096	glycolytic process	biological process		IEA with KW-0324	computational	UniProt	2022-01-17	UniProt-GOA (2012)
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IBA with MGI:97591	computational	GO_Central	2020-09-29	Gaudet P, et al. (2011) PMID:21873635
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IBA with PTN000212670	computational	GO_Central	2020-09-29	Gaudet P, et al. (2011) PMID:21873635
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IBA with SPAC4H3.10c	computational	GO_Central	2020-09-29	Gaudet P, et al. (2011) PMID:21873635
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IBA with 3336	computational	GO_Central	2020-09-29	Gaudet P, et al. (2011) PMID:21873635
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IBA with 3337	computational	GO_Central	2020-09-29	Gaudet P, et al. (2011) PMID:21873635
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IBA with CDC19	computational	GO_Central	2020-09-29	Gaudet P, et al. (2011) PMID:21873635
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IBA with P0AD61	computational	GO_Central	2020-09-29	Gaudet P, et al. (2011) PMID:21873635
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IBA with P21599	computational	GO_Central	2020-09-29	Gaudet P, et al. (2011) PMID:21873635
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IBA with Q2RAK2	computational	GO_Central	2020-09-29	Gaudet P, et al. (2011) PMID:21873635
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IEA	computational	UniProt	2022-01-15	UniProt-GOA (2012)
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IEA with KW-0324	computational	UniProt	2022-01-17	UniProt-GOA (2012)
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR001697	computational	InterPro	2022-01-15	DDB, et al. (2001)
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR015793	computational	InterPro	2022-01-15	DDB, et al. (2001)
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR015806	computational	InterPro	2022-01-15	DDB, et al. (2001)
PYK2	YOR347C	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR018209	computational	InterPro	2022-01-15	DDB, et al. (2001)
ERR1	YOR393W	involved in	GO:0006096	glycolytic process	biological process		IEA with KW-0324	computational	UniProt	2022-01-17	UniProt-GOA (2012)
ERR1	YOR393W	involved in	GO:0006096	glycolytic process	biological process		IBA with CAL0000185645	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR1	YOR393W	involved in	GO:0006096	glycolytic process	biological process		IBA with MGI:2441717	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR1	YOR393W	involved in	GO:0006096	glycolytic process	biological process		IBA with PTN000224401	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR1	YOR393W	involved in	GO:0006096	glycolytic process	biological process		IBA with 2553	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR1	YOR393W	involved in	GO:0006096	glycolytic process	biological process		IBA with 2554	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR1	YOR393W	involved in	GO:0006096	glycolytic process	biological process		IBA with ENO2	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR1	YOR393W	involved in	GO:0006096	glycolytic process	biological process		IBA with ENO1	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR1	YOR393W	involved in	GO:0006096	glycolytic process	biological process		IBA with P06733	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR1	YOR393W	involved in	GO:0006096	glycolytic process	biological process		IBA with P0A6P9	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR1	YOR393W	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR000941	computational	InterPro	2022-01-15	DDB, et al. (2001)
ERR1	YOR393W	involved in	GO:0006096	glycolytic process	biological process		IEA	computational	UniProt	2022-01-15	UniProt-GOA (2012)
ERR2	YPL281C	involved in	GO:0006096	glycolytic process	biological process		IEA	computational	UniProt	2022-01-15	UniProt-GOA (2012)
ERR2	YPL281C	involved in	GO:0006096	glycolytic process	biological process		IEA with KW-0324	computational	UniProt	2022-01-17	UniProt-GOA (2012)
ERR2	YPL281C	involved in	GO:0006096	glycolytic process	biological process		IBA with CAL0000185645	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR2	YPL281C	involved in	GO:0006096	glycolytic process	biological process		IBA with MGI:2441717	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR2	YPL281C	involved in	GO:0006096	glycolytic process	biological process		IBA with PTN000224401	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR2	YPL281C	involved in	GO:0006096	glycolytic process	biological process		IBA with 2553	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR2	YPL281C	involved in	GO:0006096	glycolytic process	biological process		IBA with 2554	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR2	YPL281C	involved in	GO:0006096	glycolytic process	biological process		IBA with ENO2	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR2	YPL281C	involved in	GO:0006096	glycolytic process	biological process		IBA with ENO1	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR2	YPL281C	involved in	GO:0006096	glycolytic process	biological process		IBA with P06733	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR2	YPL281C	involved in	GO:0006096	glycolytic process	biological process		IBA with P0A6P9	computational	GO_Central	2020-04-06	Gaudet P, et al. (2011) PMID:21873635
ERR2	YPL281C	involved in	GO:0006096	glycolytic process	biological process		IEA with IPR000941	computational	InterPro	2022-01-15	DDB, et al. (2001)
